ID,Company,Year,NUM_OF_EMPLOYEES,NET_ASSETS,NET_INCOME,SALES_REV_TURN,HISTORICAL_MARKET_CAP,ESG_DISCLOSURE_SCORE,GOVNCE_DISCLOSURE_SCORE,ENVIRON_DISCLOSURE_SCORE,SOCIAL_DISCLOSURE_SCORE,TOT_GHG_CO2_EM_INTENS_PER_SALES,PCT_WOMEN_EMPLOYEES,PCT_WOMEN_ON_BOARD,ROBECOSAM_TOTAL_STBLY_RANK,ROBECOSAM_SOCIAL_DIMENSION_RANK,ROBECOSAM_ENV_DIMENSION_RANK,ROBECOSAM_ECON_DIMENSION_RANK,Twitter_Username,followers_countÿ,friends_countÿ ,created_at,Tweets,Likes,Retweets,Images,Proportion relevant,likes per relevant,retweets per relevant,FB Posts,Likes,Shares,FB Images,FB Proportion relevant,FB likes per relevant,FB shares per relevant
29,NDAQ US EQUITY,2018,4099,5449,458,2526,13472.5175,30.9917,57.1429,23.2558,22.807,5.7146,#N/A N/A,30,72,72,77,63,@Nasdaq,538924,7565,39818.76838,692,8.01,4.16,59.47736031,0.602119461,6.52,3.98,48.33333333,61.37931034,24.63965517,3.620689655,0.517241379,13.33333333,9
31,SPGI US EQUITY,2016,20000,1781,2106,5661,27852.86,45.8678,66.0714,38.7597,42.1053,6.3833,#N/A N/A,33.333,96,88,99,87,@SPGlobal,17300,886,40210.88242,86.25,1.36,1.15,57.10144928,1.835748792,1.210526316,0.578947368,6,105.2361111,24.16666667,41.66666667,4.166666667,33,3.666666667
31,SPGI US EQUITY,2017,20000,2118,1496,6063,43027.6,48.7603,66.0714,41.8605,47.3684,7.3008,36,33.333,94,89,96,98,@SPGlobal,17300,886,40210.88242,94.67,1.58,1.11,43.30985915,1.320422535,2.333333333,1,15.75,54.3015873,4.349206349,49.20634921,3.703703704,29.28571429,2.142857143
31,SPGI US EQUITY,2018,21200,2304,1958,6258,42315.06,48.7603,66.0714,41.8605,47.3684,5.2287,37,33.333,95,91,97,92,@SPGlobal,17300,886,40210.88242,58.92,2.82,1.37,71.85289958,3.253182461,2.52173913,0.869565217,30.5,27.36612022,2.860655738,65.84699454,3.005464481,19,2.363636364
32,STT US EQUITY,2016,33783,21219,2143,10635,29684.31,58.7719,67.8571,60.7143,46.6667,9.4582,46.6,27.273,82,81,87,89,@StateStreet,49798,49798,40732.89207,58.67,6.01,3.37,31.25,0.284090909,6,1.5,0,0,0,0,0,0,0
32,STT US EQUITY,2017,36643,22317,2177,11774,35886.3026,57.8947,71.4286,57.1429,46.6667,8.4818,46.23,30,85,81,95,86,@StateStreet,49798,49798,40732.89207,50.75,13.5,5.56,24.30213465,0.328407225,4,3,3.75,9.133333333,0.844444444,15.55555556,2.222222222,4,0
32,STT US EQUITY,2018,40000,24737,2599,12973,23963.2399,57.8947,71.4286,57.1429,46.6667,6.8212,51,27.273,87,81,93,89,@StateStreet,49798,49798,40732.89207,48.42,13.62,2.63,21.34251291,2.409638554,7.214285714,1.642857143,15.75,14.17989418,0.772486772,12.6984127,3.703703704,8.142857143,1
33,VOYA US EQUITY,2016,6700,13968,-327,8788,7633.7523,42.5439,62.5,38.3929,31.6667,2.7426,50.2,40,76,79,55,80,@VoyaFinancial,1,0,41709.78524,0,0,0,0,0,0,0,19.75,560.9746835,108.1603376,62.02531646,0.843881857,37,8
33,VOYA US EQUITY,2017,6300,11039,-2992,8618,8507.9828,40.3509,64.2857,33.0357,31.6667,2.2968,51,44.444,81,83,74,92,@VoyaFinancial,1,0,41709.78524,0,0,0,0,0,0,0,10.58333333,4587.133858,923.7559055,42.51968504,0,0,0
33,VOYA US EQUITY,2018,6000,8941,875,8514,6060.2643,41.6667,64.2857,33.0357,36.6667,2.0551,51,40,81,79,78,95,@VoyaFinancial,1,0,41709.78524,0,0,0,0,0,0,0,13.33333333,36.44375,13.175,42.5,0,0,0
34,APC US EQUITY,2016,4500,15497,-3071,8134,38435.176,46.473,60.7143,43.8017,39.0625,1374.5021,28,9.091,68,74,60,30,Anadarko Petroleum Corp,0,0,0,0,0,0,0,0,0,0,13.25,112.6415094,15.01886792,53.4591195,3.773584906,61.16666667,5.166666667
34,APC US EQUITY,2017,4400,13790,-456,11935,28472.112,44.8133,64.2857,38.843,39.0625,552.9954,28,18.182,62,64,66,43,Anadarko Petroleum Corp,0,0,0,0,0,0,0,0,0,0,7.666666667,115.1086957,14.65217391,53.26086957,2.173913043,32,1
34,APC US EQUITY,2018,4700,10943,615,12837,21455.296,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.077,58,58,60,42,Anadarko Petroleum Corp,0,0,0,0,0,0,0,0,0,0,7.5,80.11111111,6.811111111,62.22222222,3.333333333,26.33333333,2
35,CVX US EQUITY,2016,55200,146722,-497,103310,222630.3059,48.9627,69.6429,42.9752,42.1875,619.4947,24.2,36.364,60,51,67,46,@Chevron,359499,370,39860.84454,78.58,16.72,9.65,19.83032874,0.106044539,12,12,13.25,369.2578616,175.1823899,52.83018868,0,0,0
35,CVX US EQUITY,2017,51900,149319,9195,127485,238449.629,49.7925,69.6429,45.4545,40.625,470.6436,25,33.333,57,59,60,47,@Chevron,359499,370,39860.84454,55.83,20.81,8.2,16.71641791,0,0,0,8.333333333,403.62,139.59,38,1,90,20
35,CVX US EQUITY,2018,48600,155642,14824,158902,207009.7123,51.0373,69.6429,45.4545,45.3125,396.4708,25,36.364,62,60,58,53,@Chevron,359499,370,39860.84454,50.33,21.44,7.35,22.51655629,0.662251656,33.25,15,8.416666667,358.970297,72.06930693,65.34653465,2.97029703,145.3333333,42
36,COP US EQUITY,2016,13300,35226,-3615,23693,62036.6845,58.5062,64.2857,60.3306,50,1131.1358,27,18.182,74,68,82,65,@conocophillips,161572,217,39881.65674,23.75,7.39,4.68,87.71929825,2.105263158,6.666666667,4.5,9.75,84.82051282,11.62393162,38.46153846,4.273504274,46,10.8
36,COP US EQUITY,2017,11400,30801,-855,29106,64611.411,58.9212,64.2857,61.157,50,707.7579,26,33.333,81,83,78,74,@conocophillips,161572,217,39881.65674,25.75,9.88,3.65,90.61488673,6.148867314,7.526315789,3.105263158,9.416666667,74.3539823,12.37168142,42.47787611,10.61946903,44.58333333,3
36,COP US EQUITY,2018,10800,32064,6257,36417,70976.0739,58.9212,64.2857,61.157,50,557.432,26,33.333,87,91,91,71,@conocophillips,161572,217,39881.65674,33.83,8.58,2.6,78.07881773,4.926108374,10.1,3.3,2.5,49.33333333,10.63333333,76.66666667,3.333333333,49,11
37,HES US EQUITY,2016,2304,15591,-6132,4762,19716.2301,69.7095,69.6429,67.7686,73.4375,965.9807,27,15.385,72,70,72,58,@HessCorporation,7779,472,39969.88021,21.42,2.95,2.06,56.80933852,3.891050584,3.4,2.2,12.41666667,23.97315436,9.020134228,51.67785235,2.684563758,29,4.75
37,HES US EQUITY,2017,2075,12354,-4074,5466,14955.5951,70.9544,69.6429,70.2479,73.4375,750.0915,28,16.667,83,86,90,79,@HessCorporation,7779,472,39969.88021,11.5,5.25,2.36,81.15942029,2.173913043,3.333333333,2.333333333,8.5,63.09803922,14.16666667,50,2.941176471,30,5.333333333
37,HES US EQUITY,2018,1708,10888,-282,6323,11803.0986,69.7095,69.6429,67.7686,73.4375,616.7958,26,16.667,82,85,84,84,@HessCorporation,7779,472,39969.88021,14.83,4.42,1.43,96.06741573,5.056179775,3.333333333,1.666666667,11.16666667,28.82835821,4.223880597,59.70149254,5.223880597,27.42857143,4.428571429
40,KR US EQUITY,2016,443000,6710,1975,115337,30824.64,38.4298,60.7143,28.6822,38.5965,62.8717,51,33.333,58,51,67,60,@krogerco,1392,10,41317.80834,0.92,0.36,0,0,0,0,0,34.58333333,3781.253012,569.6409639,81.92771084,0.722891566,606.6666667,81
40,KR US EQUITY,2017,449000,6905,1907,122662,25525.8,45.8678,60.7143,38.7597,47.3684,55.6356,51,27.273,65,63,65,67,@krogerco,1392,10,41317.80834,1.92,0.17,0.09,78.26086957,0,0,0,21.91666667,4509.429658,1580.623574,41.82509506,0,0,0
40,KR US EQUITY,2018,453000,7835,3110,121162,22399.86,42.9752,60.7143,37.2093,38.5965,48.839,51,25,62,62,60,64,@krogerco,1392,10,41317.80834,4.25,0.25,0.12,100,0,0,0,18.25,1736.26484,538.0639269,19.6347032,0.913242009,2683,540
42,GIS US EQUITY,2016,39000,6152.7,1697.4,16563.1,37520.816,47.5207,66.0714,43.4109,38.5965,58.6243,#N/A N/A,23.077,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@GeneralMills,95539,3454,40644.64314,173.42,8.59,5.27,34.5987506,0.288322922,2.666666667,2.333333333,0.083333333,40,7,100,0,0,0
42,GIS US EQUITY,2017,38000,5596.4,1657.5,15619.8,33067.908,52.0661,71.4286,44.9612,49.1228,60.8202,42.77,28.571,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@GeneralMills,95539,3454,40644.64314,199,2.88,0.78,14.48911223,0.251256281,13,6,11.16666667,200.619403,33.13432836,73.88059701,3.731343284,204.6,20.4
42,GIS US EQUITY,2018,40000,7268.6,2131,15740.4,25289.784,50.8264,71.4286,42.6357,49.1228,55.5894,44.811,36.364,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@GeneralMills,95539,3454,40644.64314,166.83,2.38,0.58,7.092907093,0.549450549,9.363636364,2.272727273,13.41666667,426.0993789,55,71.42857143,6.832298137,243.3636364,16.36363636
43,HSY US EQUITY,2016,16300,827.687,720.04,7440.181,21954.0518,45.4545,60.7143,39.5349,43.8596,40.4965,49.9,18.182,91,80,93,89,@HersheyCompany,10934,229,42158.78155,70.83,5.91,2.4,31.64705882,1.764705882,2.866666667,1.466666667,9,31.34259259,10.82407407,77.77777778,0.925925926,55,10
43,HSY US EQUITY,2017,15360,931.565,782.98,7515.426,23934.8321,45.4545,60.7143,39.5349,43.8596,39.8492,50,38.461,85,80,86,88,@HersheyCompany,10934,229,42158.78155,55,7.63,2.55,63.78787879,0.757575758,9.4,3.2,14.75,79.47457627,9.497175141,84.74576271,0,0,0
43,HSY US EQUITY,2018,14930,1407.266,1177.56,7791.069,22478.7542,52.8926,60.7143,51.1628,49.1228,39.8936,48.69,45.454,85,83,80,94,@HersheyCompany,10934,229,42158.78155,37.17,10.46,2.17,70.40358744,1.569506726,6.857142857,2.428571429,9.416666667,56.6460177,15.30973451,64.60176991,0.884955752,19,6
46,MDLZ US EQUITY,2016,90000,25215,1659,25923,67752.4444,42.1488,66.0714,39.5349,24.5614,65.5055,#N/A N/A,30.769,95,84,91,95,@MDLZ,22884,2725,41604.67664,150.25,2.12,1.05,21.02052135,0.887409872,6.625,4.6875,11,5443.143939,19.34090909,28.03030303,3.787878788,50,7.4
46,MDLZ US EQUITY,2017,83000,26074,2828,25896,63692.2244,45.8678,69.6429,44.9612,24.5614,62.992,#N/A N/A,23.077,92,90,85,93,@MDLZ,22884,2725,41604.67664,94.33,4.32,3.23,37.98586572,1.060070671,10.83333333,7.416666667,10,8014.975,38.40833333,28.33333333,15,13538.38889,17.61111111
46,MDLZ US EQUITY,2018,80000,25713,3381,25938,58083.5242,45.8678,69.6429,44.9612,24.5614,68.6722,#N/A N/A,23.077,92,94,89,91,@MDLZ,22884,2725,41604.67664,104.75,8.87,5.34,37.39061257,1.909307876,20.83333333,8.375,5.75,1015.405797,90.46376812,24.63768116,14.49275362,473.2,38
49,BAX US EQUITY,2016,48000,8280,4965,10163,23926.0804,59.5041,71.4286,61.2403,43.8596,64.1543,49.3,9.091,84,90,90,77,@baxter_intl,13343,0,39975.94221,22.5,4.58,2.35,67.40740741,1.481481481,3.25,1.25,10.75,26.34883721,4.364341085,24.03100775,5.426356589,23.71428571,3.428571429
49,BAX US EQUITY,2017,47000,9116,717,10561,35001.0955,61.9835,71.4286,65.8915,43.8596,54.2562,49.4,15.385,81,84,94,77,@baxter_intl,13343,0,39975.94221,25.58,6.78,2.8,71.00977199,2.280130293,8,4.142857143,8.416666667,37.98019802,6.554455446,29.7029703,5.940594059,46.66666667,5.333333333
49,BAX US EQUITY,2018,50000,7816,1624,11127,33765.5998,61.9835,71.4286,65.8915,43.8596,55.8102,48,16.667,92,92,95,87,@baxter_intl,13343,0,39975.94221,23.25,9.57,3.35,76.34408602,1.075268817,10.33333333,3.666666667,7.416666667,68.8988764,13.13483146,78.65168539,5.617977528,35,4
50,BDX US EQUITY,2016,50900,7633,976,12483,38334.832,47.9339,60.7143,46.5116,38.5965,18.2773,#N/A N/A,30.769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@BDandCo,7639,552,40141.96596,10,3.83,2.03,45,0.833333333,1,2,3.083333333,173.972973,34.40540541,67.56756757,5.405405405,123,18
50,BDX US EQUITY,2017,41933,12948,1100,12093,44665.3137,49.1736,60.7143,46.5116,43.8596,24.582,43,30.769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@BDandCo,7639,552,40141.96596,16,6.71,3.64,52.08333333,1.041666667,13.5,4.5,3.416666667,173.195122,39.65853659,51.2195122,7.317073171,154.6666667,22
50,BDX US EQUITY,2018,76032,20994,311,15983,70006.5133,49.1736,60.7143,46.5116,43.8596,13.7279,44,28.571,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@BDandCo,7639,552,40141.96596,32.5,6.88,2.44,66.15384615,4.358974359,7,1.764705882,8.25,104.0707071,22.46464646,55.55555556,3.03030303,103.6666667,12.66666667
51,CI US EQUITY,2016,41000,13785,1867,39838,34263.7559,41.3223,71.4286,27.1318,43.8596,1.9181,71.7,27.273,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Cigna,46657,2332,39937.6585,190.25,10.76,4.63,63.73193167,0.08760403,5,2,41.66666667,510.856,93.278,32.4,0.4,10.5,1
51,CI US EQUITY,2017,46000,13760,2237,41806,49547.258,41.3223,71.4286,27.1318,43.8596,1.5536,71.5,20,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Cigna,46657,2332,39937.6585,98.08,9.27,2.97,72.21750212,0.169923534,7,1,22.41666667,114.3457249,21.74349442,10.03717472,0,0,0
51,CI US EQUITY,2018,73800,41072,2637,48650,72251.2656,45.0413,71.4286,27.1318,59.6491,1.4379,73,11.111,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Cigna,46657,2332,39937.6585,85.17,15.82,3.63,64.09001957,0.097847358,10,5,14.08333333,91.87573964,16.71597633,37.27810651,0,0,0
53,MDT US EQUITY,2016,88063,52063,3538,28833,110732.2764,38.0165,57.1429,27.1318,43.8596,16.0233,49,30.769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Medtronic,53906,391,39995.86681,27.33,9.11,5.41,13.7195122,0.609756098,13.5,4.5,5.166666667,272.6129032,95.37096774,29.03225806,0,0,0
53,MDT US EQUITY,2017,91000,50330,4028,29710,113785.5081,39.6694,60.7143,25.5814,50.8772,16.5937,49.317,25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Medtronic,53906,391,39995.86681,32.17,11.17,4.78,59.32642487,0,0,0,14.08333333,156.5857988,47.43786982,28.40236686,0.591715976,265,62
53,MDT US EQUITY,2018,86000,50822,3104,29953,110084.3937,39.6694,60.7143,25.5814,50.8772,9.9823,49.26,25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Medtronic,53906,391,39995.86681,59.08,14.72,5.33,63.75176305,0,0,0,15.5,123.7634409,39.59677419,47.31182796,0,0,0
54,DGX US EQUITY,2016,43000,4660,645,7515,12590.3,36.7769,51.7857,27.1318,43.8596,#N/A N/A,70,30,93,91,81,95,@QuestDX,8687,601,40078.96284,124.08,1.41,0.75,18.67024849,0.268636669,0.75,0.75,22.91666667,41.52727273,13.16363636,35.63636364,0.727272727,30.5,9
54,DGX US EQUITY,2017,45000,4955,772,7402,13296.15,36.7769,51.7857,29.4574,38.5965,#N/A N/A,70,33.333,93,95,79,93,@QuestDX,8687,601,40078.96284,95.75,1.4,0.77,30.98346388,0.087032202,4,2,25,33.35,11.25666667,36,0.333333333,66,19
54,DGX US EQUITY,2018,46000,5267,736,7531,11241.45,33.8843,57.1429,12.4031,59.6491,#N/A N/A,71.6,40,89,89,58,89,@QuestDX,8687,601,40078.96284,102.83,1.5,0.53,28.363047,0,0,0,21.83333333,19.71374046,6.919847328,60.6870229,0.381679389,27,10
55,UNH US EQUITY,2016,#N/A N/A,38177,7017,184840,152358.08,33.4711,51.7857,27.1318,29.8246,1.0234,66,20,98,100,88,98,@UnitedHealthGrp,16990,406,41213.64813,34,9.63,3.22,32.35294118,0.245098039,5,2,0,0,0,0,0,0,0
55,UNH US EQUITY,2017,260000,49833,10558,201159,213625.74,33.8843,48.2143,29.4574,29.8246,0.8615,69,25,95,91,91,95,@UnitedHealthGrp,16990,406,41213.64813,21.83,9.28,4.07,9.541984733,0.763358779,14,5,8.166666667,44.81632653,14.55102041,17.34693878,1.020408163,52,8
55,UNH US EQUITY,2018,300000,54319,11986,226247,239155.2,36.7769,57.1429,31.0078,29.8246,0.7556,66,27.273,100,100,100,97,@UnitedHealthGrp,16990,406,41213.64813,24.75,12.12,4.35,10.43771044,0.336700337,16,1,11,54.35606061,17.09848485,6.818181818,0.757575758,31,1
57,PG US EQUITY,2016,105000,57983,10508,65299,225905.8256,40.9091,57.1429,39.5349,28.0702,77.4284,#N/A N/A,36.364,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@ProcterGamble,200161,948,39899.64144,25,16.61,7.76,42.66666667,0.666666667,6.5,2.5,4.583333333,422.7454545,89.23636364,61.81818182,1.818181818,96,12
57,PG US EQUITY,2017,95000,55778,15326,65058,222519.8336,45.4545,62.5,45.7364,28.0702,75.6863,#N/A N/A,36.364,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@ProcterGamble,200161,948,39899.64144,33.42,35.37,21.71,77.05735661,3.49127182,19.78571429,10.5,14.83333333,610.6348315,332.2865169,79.7752809,2.247191011,296,70.25
57,PG US EQUITY,2018,92000,52883,9750,66832,195001.1396,54.9587,66.0714,55.0388,43.8596,70.8735,39.59,30.769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@ProcterGamble,200161,948,39899.64144,31.67,22.44,8.72,85.52631579,3.157894737,33.58333333,12.33333333,15.75,477.0740741,41.83068783,76.71957672,6.878306878,1538.153846,100.3846154
58,ALL US EQUITY,2016,43050,20573,1877,37399,27127.92,49.5614,71.4286,35.7143,55,4.3015,55.9,27.273,32,37,36,26,@Allstate,84479,4955,39539.62463,155.83,5.06,3.38,50.58823529,0.053475936,14,5,30.75,51.03252033,47.38482385,8.672086721,0,0,0
58,ALL US EQUITY,2017,42460,22551,3189,39407,37172.05,50.8772,66.0714,41.0714,55,3.6799,56.3,30,49,47,36,60,@Allstate,84479,4955,39539.62463,117.58,7.5,3.13,40.75124026,0,0,0,25.25,231.4356436,66.83828383,5.280528053,0,0,0
58,ALL US EQUITY,2018,45140,21312,2252,39815,27433.16,48.2456,66.0714,41.0714,45,3.2363,#N/A N/A,30,59,58,38,62,@Allstate,84479,4955,39539.62463,115.17,3.8,1.95,1.953690304,0,0,0,16.91666667,85.91625616,67.54187192,0,0,0,0
59,HIG US EQUITY,2016,16900,16903,896,16291,17818.6771,44.7368,76.7857,41.0714,21.6667,2.5893,58.8,36.364,71,68,71,77,@TheHartford,39718,238,39840.86122,37.58,6.75,3.25,40.35476718,0.44345898,3.5,1,20.66666667,258.2943548,34.06854839,44.35483871,2.419354839,95.33333333,7.833333333
59,HIG US EQUITY,2017,16400,13494,-3131,17162,20082.6758,50.4386,75,45.5357,36.6667,2.0962,58,30.769,73,69,69,84,@TheHartford,39718,238,39840.86122,17.92,2.3,0.87,16.74418605,0,0,0,14.75,687.7514124,80.98305085,10.73446328,1.129943503,81.5,8.5
59,HIG US EQUITY,2018,18500,13101,1807,18955,15964.2612,53.0702,75,45.5357,46.6667,1.8055,60,33.333,70,70,66,78,@TheHartford,39718,238,39840.86122,31.5,7.06,1.47,24.6031746,0.264550265,11,5,8.166666667,345.9387755,41.79591837,18.36734694,3.06122449,79.66666667,9.666666667
60,LNC US EQUITY,2016,9057,14478,1192,13330,14999.2274,39.9123,55.3571,39.2857,26.6667,0.9405,#N/A N/A,18.182,53,48,59,51,@lincolnfingroup,8766,240,39983.10287,35.58,14.2,6.25,48.71194379,0,0,0,19.41666667,1415.755365,87.8583691,73.81974249,0,0,0
60,LNC US EQUITY,2017,5000,17322,2079,14257,16764.5871,43.8596,60.7143,41.9643,31.6667,0.8914,#N/A N/A,27.273,59,56,60,59,@lincolnfingroup,8766,240,39983.10287,30.5,21.95,9.46,68.85245902,0,0,0,18.75,545.84,36.53777778,76.88888889,0.444444444,13,1
60,LNC US EQUITY,2018,5000,14350,1641,16424,10562.8182,42.9825,57.1429,41.9643,31.6667,0.8105,#N/A N/A,27.273,62,51,56,70,@lincolnfingroup,8766,240,39983.10287,30.5,17.14,5.08,73.7704918,0,0,0,18,110.3425926,8.791666667,58.33333333,0.462962963,49,12
61,MET US EQUITY,2016,58000,67702,850,60787,59037.5192,45.1754,66.0714,44.6429,26.6667,2.0852,49.04,30.769,58,53,49,59,@MetLife,53477,311,40086.73632,0,0,0,0,0,0,0,11.33333333,88.57352941,76.96323529,17.64705882,0,0,0
61,MET US EQUITY,2017,49000,58870,4010,62308,52763.8293,48.2456,69.6429,46.4286,31.6667,1.9893,52.193,27.273,69,67,73,69,@MetLife,53477,311,40086.73632,295,0.22,0.07,1.073446328,0,0,0,11.83333333,57.35915493,18.16197183,21.12676056,0,0,0
61,MET US EQUITY,2018,48000,52958,5123,67941,39360.672,47.807,69.6429,42.8571,36.6667,1.6556,52.421,33.333,67,64,67,71,@MetLife,53477,311,40086.73632,2327.92,3.8,0.74,0.572758189,0.007159477,22.5,7,13.41666667,44.83229814,14.91304348,27.32919255,0.621118012,76,44
62,TRV US EQUITY,2016,30900,23221,3014,27625,34228.632,17.1053,55.3571,#N/A N/A,13.3333,#N/A N/A,#N/A N/A,23.077,55,49,53,55,@Travelers,65027,221,39778.12025,85.67,6.3,7.23,75.68093385,0.389105058,3,2.25,47.33333333,45.87676056,45.95774648,80.63380282,0.176056338,22,35
62,TRV US EQUITY,2017,30900,23731,2056,28902,36812.696,31.1404,60.7143,23.2143,18.3333,1.8992,#N/A N/A,23.077,63,49,59,68,@Travelers,65027,221,39778.12025,68.25,7.27,8.12,75.21367521,0,0,0,48.91666667,32.67972743,34.4088586,28.79045997,0,0,0
62,TRV US EQUITY,2018,30400,22894,2523,30282,31566.1,43.4211,66.0714,35.7143,36.6667,1.8318,55,25,58,44,51,63,@Travelers,65027,221,39778.12025,68.08,8.44,6.96,50.55079559,0,0,0,46.25,22.69009009,30.68648649,29.72972973,0,0,0
64,AA US EQUITY,2016,14000,7697,-400,9318,5136.7023,54.9587,66.0714,55.0388,43.8596,2753.7885,13.63,33.333,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@Alcoa,26932,5268,39610.64169,34.83,7.38,3.85,61.00478469,1.913875598,7.375,3.25,11.66666667,72.75,15.02857143,89.28571429,7.142857143,47.9,7.9
64,AA US EQUITY,2017,14600,6798,217,11652,9976.7624,54.5455,69.6429,52.7132,43.8596,1967.5763,14.6,33.333,75,75,100,75,@Alcoa,26932,5268,39610.64169,8,9.93,3.72,68.75,12.5,8.75,2.5,3.916666667,143.3191489,27.61702128,89.36170213,8.510638298,119.25,11.5
64,AA US EQUITY,2018,14000,7394,227,13403,4911.1932,57.438,69.6429,55.814,49.1228,1880.1761,14.9,33.333,75,75,100,75,@Alcoa,26932,5268,39610.64169,8,9.41,3.41,76.04166667,13.54166667,7.076923077,1.846153846,4.25,63.49019608,14.54901961,88.23529412,15.68627451,42.75,6.625
65,BLL US EQUITY,2016,18450,3541,263,9061,13127.125,50.8264,62.5,46.5116,49.1228,164.867,17,18.182,100,95,74,95,@BallCorpHQ,4711,1978,39877.91902,14.92,2.42,0.96,37.4301676,9.497206704,4.294117647,2.294117647,6.083333333,64.68493151,13.83561644,36.98630137,8.219178082,71.66666667,19.16666667
65,BLL US EQUITY,2017,18300,4046,374,10983,13243.0192,56.1983,62.5,56.5891,49.1228,127.2439,16,23.077,100,100,100,100,@BallCorpHQ,4711,1978,39877.91902,25.5,4.9,1.42,33.9869281,11.4379085,5.714285714,2.085714286,17.16666667,62.46601942,8.927184466,43.68932039,13.10679612,69.74074074,14.40740741
65,BLL US EQUITY,2018,17500,3562,454,11635,15415.1697,39.2562,55.3571,34.8837,33.3333,116.4237,20,27.273,95,100,95,95,@BallCorpHQ,4711,1978,39877.91902,17.67,7.58,1.99,64.1509434,17.45283019,7.972972973,2.297297297,15.25,70.55191257,12.10382514,52.45901639,16.93989071,74.61290323,15.4516129
66,DWDP US EQUITY,2016,#N/A N/A,27229,5687,70894,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@DowDuPontCo,4417,41,42528.72697,0,0,0,0,0,0,0,9.666666667,102.4827586,19.5,55.17241379,7.75862069,92.77777778,9.888888889
66,DWDP US EQUITY,2017,98000,101927,2753,79535,#N/A N/A,51.6529,64.2857,56.5891,28.0702,87.5876,#N/A N/A,18.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,@DowDuPontCo,4417,41,42528.72697,1.33,66.69,60.06,18.75,6.25,78,49,25.08333333,81.15614618,12.34883721,48.50498339,4.983388704,72.06666667,7.8
66,DWDP US EQUITY,2018,98000,96179,3844,85977,#N/A N/A,30.9917,51.7857,20.9302,33.3333,#N/A N/A,30.06,25,85,78,85,88,@DowDuPontCo,4417,41,42528.72697,3.08,28.97,12.32,0,2.702702703,62,49,4.333333333,84.34615385,22.32692308,76.92307692,0,0,0
67,ECL US EQUITY,2016,47565,6970.9,1229.6,13152.8,34204.796,59.0909,67.8571,64.3411,38.5965,53.1381,25.14,26.667,71,67,77,71,@Ecolab,15223,1242,40585.66589,37.75,4.68,3.29,54.74613687,2.649006623,4.666666667,3.916666667,11.33333333,103.7573529,34.32352941,52.94117647,5.882352941,98.25,23.375
67,ECL US EQUITY,2017,48400,7653.8,1504.6,13835.9,38818.274,57.438,67.8571,63.5659,33.3333,46.3418,24.91,30.769,77,80,81,72,@Ecolab,15223,1242,40585.66589,33.5,8.51,4.65,67.66169154,6.218905473,10.28,6.56,13.41666667,130.0621118,39.36645963,76.39751553,8.695652174,145.5,45.64285714
67,ECL US EQUITY,2018,49000,8053.6,1429.1,14668.2,42392.595,58.2645,62.5,62.7907,43.8596,45.2639,25.57,35.714,82,82,79,83,@Ecolab,15223,1242,40585.66589,29.83,13.44,4.85,63.40782123,12.01117318,27.62790698,8,15.33333333,161.951087,26.81521739,60.86956522,12.5,788.7391304,27.04347826
70,TECK US EQUITY,2016,9400,17601,1040,9300,15501.303,66.1157,78.5714,62.0155,63.1579,314.6237,14.81,14.286,95,91,95,93,@comcast,175389,750,40130.03919,1278.58,1.19,0.59,3.688978687,0.00651763,9,7,3.916666667,49.14893617,11.85106383,34.04255319,0,0,0
70,TECK US EQUITY,2017,9600,19993,2460,11910,18844.371,65.2893,78.5714,60.4651,63.1579,252.7288,17,21.429,98,96,100,98,@comcast,175389,750,40130.03919,1096.08,2.05,0.59,3.056336957,0,0,0,7.833333333,37.43617021,20.82978723,14.89361702,0,0,0
70,TECK US EQUITY,2018,10000,23018,3107,12564,16772.873,63.2231,78.5714,56.5891,63.1579,234.7182,18,25,98,98,98,98,@comcast,175389,750,40130.03919,1201,1.47,0.33,0.742436858,0.013877324,14,4.5,6,35.02777778,18.88888889,16.66666667,0,0,0
